A,B,C,D,VOLUME,AREA,AREA_FORMULA,VOL_FORMULA,ECLODIU
63.37,46.58,33.63,29.75,58.33,8443.73,8506.10,57.53,1
57.61,44.94,29.92,27.69,49.85,7310.38,7565.72,50.59,1
60.26,43.88,32.02,28.24,50.56,7468.52,7601.63,50.48,0
55.60,43.49,29.54,26.06,45.98,6794.42,7072.58,46.93,1
57.38,43.79,29.68,27.70,48.41,7144.08,7304.25,48.53,1
57.60,46.03,28.92,28.68,52.24,7609.61,7795.04,52.45,0
64.22,47.24,34.09,30.14,59.30,8541.39,8742.36,59.42,1
61.01,45.08,30.88,30.13,52.93,7743.94,7932.56,53.09,1
61.94,47.10,32.72,29.22,57.05,8242.97,8474.93,57.50,0
60.88,45.29,30.95,29.93,53.90,7864.49,7966.48,53.40,0
60.63,44.04,30.45,30.18,51.46,7577.15,7671.53,51.01,1
62.61,46.51,31.65,30.96,57.08,8257.42,8410.39,56.85,1
63.83,46.67,36.09,27.74,58.33,8449.13,8580.18,58.03,0
62.86,46.01,33.94,28.92,56.30,8172.40,8326.11,56.07,1
58.59,45.23,31.04,27.55,51.66,7568.02,7726.62,51.75,1
62.08,44.86,31.16,30.91,53.96,7908.52,7991.39,53.41,0
60.44,46.35,32.22,28.22,54.87,7973.89,8155.38,55.02,1
59.60,46.53,29.93,29.67,55.03,7972.22,8105.57,54.75,1
59.13,46.56,30.43,28.70,54.57,7904.55,8066.17,54.48,1
60.59,46.67,31.69,28.89,55.81,8105.80,8239.30,55.71,0
57.71,46.35,29.14,28.58,53.47,7755.97,7877.23,53.11,0
58.13,43.54,29.45,28.68,48.73,7191.60,7323.80,48.58,1
59.34,44.95,29.79,29.54,52.48,7688.05,7739.65,51.76,0
61.44,47.35,32.47,28.97,56.53,8183.03,8478.98,57.61,0
58.18,47.75,30.62,27.57,55.90,8062.97,8227.41,55.93,1
59.63,47.45,30.45,29.18,55.78,8064.28,8311.99,56.47,1
60.35,45.76,30.42,29.93,53.97,7857.85,8014.62,53.88,1
58.87,43.99,31.32,27.55,49.64,7330.95,7489.84,49.79,1
58.68,46.54,30.63,28.05,54.15,7869.45,8015.29,54.11,1
59.59,46.14,31.77,27.82,53.51,7777.98,8023.88,54.05,1
61.49,48.15,31.77,29.72,59.93,8569.46,8660.68,59.17,1
60.98,45.26,33.05,27.93,53.48,7815.31,7972.76,53.41,1
60.51,44.88,31.02,29.49,52.11,7655.54,7839.05,52.40,1
60.29,44.97,32.40,27.89,52.97,7709.37,7839.11,52.42,1
60.19,43.83,31.74,28.45,50.46,7450.95,7584.93,50.36,0
57.27,45.59,29.50,27.77,51.61,7549.98,7670.65,51.48,1
61.06,46.75,31.91,29.15,55.34,8017.19,8304.39,56.19,1
60.61,44.95,30.32,30.29,52.33,7682.00,7865.93,52.61,1
62.33,45.33,32.44,29.89,54.10,7927.61,8118.64,54.43,0
58.34,43.46,29.79,28.55,48.53,7185.04,7326.76,48.57,1
57.93,45.04,29.11,28.83,51.14,7494.64,7619.97,50.99,1
63.21,48.44,33.13,30.08,59.03,8472.71,8910.87,61.07,1
64.51,45.38,32.52,31.99,56.36,8230.31,8348.47,55.99,1
58.21,45.38,31.27,26.95,51.71,7553.11,7720.77,51.75,1
61.24,46.22,31.36,29.88,55.26,8036.85,8205.27,55.34,1
62.28,45.00,32.94,29.35,53.99,7920.97,8042.94,53.79,1
60.60,46.52,31.11,29.48,55.11,8000.55,8206.51,55.44,1
58.09,44.94,30.32,27.77,50.35,7404.28,7615.20,50.92,0
59.62,47.75,30.57,29.05,56.42,8144.07,8376.66,57.01,1
56.90,46.33,30.47,26.43,52.12,7589.15,7792.38,52.49,0
58.17,44.83,30.45,27.72,50.63,7422.15,7599.55,50.78,1
57.65,44.76,29.11,28.55,50.45,7411.07,7533.41,50.32,1
61.42,45.76,33.90,27.52,54.98,7979.57,8127.37,54.61,0
60.82,47.61,32.20,28.62,57.40,8277.35,8471.72,57.64,1
61.10,46.53,32.42,28.68,55.53,8039.08,8260.86,55.81,1
57.00,44.08,32.19,24.81,48.58,7168.02,7334.97,48.77,1
59.34,43.96,31.07,28.27,49.51,7312.27,7528.46,50.04,1
58.88,46.42,30.12,28.76,53.38,7771.04,8009.99,54.05,0
62.31,44.90,35.34,26.97,54.06,7923.28,8030.76,53.63,1
61.90,47.56,35.98,25.93,58.48,8409.65,8585.82,58.36,0
57.36,45.54,31.20,26.16,51.64,7538.99,7672.53,51.46,1
62.51,46.13,33.54,28.97,56.04,8143.47,8315.90,56.05,0
60.90,46.13,31.56,29.34,54.71,7941.71,8151.81,54.94,1
60.31,45.68,30.77,29.54,54.39,7922.68,7992.26,53.70,1
62.36,45.64,32.94,29.42,55.28,8070.89,8193.02,55.04,1
59.37,47.30,30.68,28.68,55.76,8053.65,8250.02,55.98,1
58.04,45.68,29.27,28.77,51.71,7557.36,7764.38,52.14,1
63.75,46.03,33.13,30.62,57.36,8329.84,8420.03,56.73,1
58.44,45.85,30.74,27.70,52.63,7674.14,7844.07,52.73,1
57.58,44.51,29.18,28.40,49.56,7266.11,7472.70,49.85,1
59.42,45.33,31.99,27.43,52.05,7623.17,7831.56,52.48,0
60.92,45.76,33.87,27.05,54.71,7972.90,8077.73,54.27,1
61.16,47.99,31.20,29.96,58.43,8384.36,8589.76,58.62,0
65.59,47.38,34.22,31.38,60.73,8736.12,8918.44,60.72,1
58.64,45.79,30.32,28.31,52.58,7683.21,7848.66,52.75,1
58.26,45.17,30.38,27.88,50.84,7453.11,7679.18,51.41,0
59.78,44.81,31.27,28.51,51.34,7550.98,7753.51,51.80,1
64.54,45.39,35.44,29.09,56.91,8305.15,8358.80,56.03,1
60.69,46.08,33.47,27.22,54.76,7966.26,8124.42,54.70,1
58.56,44.43,31.57,27.00,50.50,7428.23,7554.28,50.35,1
57.40,43.91,30.37,27.03,48.82,7199.93,7331.14,48.73,1
59.31,43.73,31.66,27.65,49.24,7266.41,7477.90,49.63,1
60.57,44.99,31.67,28.90,53.11,7753.83,7871.38,52.65,1
60.67,45.23,32.34,28.33,53.29,7810.42,7933.91,53.14,1
59.59,45.11,30.25,29.34,52.37,7636.82,7797.64,52.20,0
56.44,44.10,28.47,27.97,49.12,7220.39,7277.84,48.44,1
59.31,44.18,33.04,26.27,50.39,7428.60,7577.60,50.40,1
59.35,45.02,31.95,27.40,52.20,7637.95,7758.64,51.89,1
61.90,46.81,33.97,27.93,56.94,8241.07,8409.11,56.92,0
62.06,45.92,31.77,30.29,55.54,8088.39,8223.39,55.36,1
61.19,45.77,31.23,29.97,54.68,7950.69,8101.24,54.47,1
60.31,46.25,31.42,28.89,55.30,7997.29,8117.36,54.73,1
61.02,44.73,32.02,29.01,52.44,7713.70,7858.38,52.47,0
59.81,44.43,30.79,29.02,51.61,7555.88,7674.00,51.15,1
57.96,45.17,29.62,28.34,51.26,7508.95,7649.32,51.22,1
58.64,47.00,29.71,28.93,54.78,7927.57,8109.40,54.91,1
62.89,46.88,32.51,30.38,57.83,8355.54,8520.81,57.75,1
65.19,45.48,35.12,30.07,56.97,8312.35,8443.59,56.65,0
63.14,47.50,32.07,31.07,58.93,8491.35,8687.92,59.15,0
62.86,44.51,35.21,27.65,53.80,7880.46,7997.18,53.27,1
60.51,45.65,30.27,30.24,53.92,7862.97,8006.51,53.79,1
66.59,45.87,34.36,32.24,58.30,8503.63,8673.99,58.39,0
59.87,47.04,30.20,29.67,56.19,8114.23,8246.32,55.89,0
60.31,45.95,30.79,29.52,54.87,7978.03,8052.31,54.20,0
58.54,43.40,30.04,28.49,48.36,7174.55,7334.18,48.60,1
59.10,45.02,32.94,26.16,51.66,7560.98,7736.98,51.73,1
56.44,43.98,29.46,26.98,48.62,7175.50,7254.21,48.25,1
59.28,44.93,29.74,29.54,51.29,7526.65,7728.78,51.68,0
58.44,45.35,30.22,28.22,52.50,7666.40,7736.48,51.86,0
56.51,44.70,30.32,26.19,49.02,7216.74,7410.46,49.47,1
61.11,45.73,30.79,30.32,54.09,7895.18,8084.81,54.35,1
55.65,45.08,28.70,26.95,49.68,7271.78,7403.52,49.53,0
57.31,45.59,29.05,28.26,51.39,7495.86,7674.47,51.51,1
57.62,46.51,31.35,26.27,53.03,7694.02,7904.12,53.31,1
58.74,45.13,30.77,27.97,51.80,7582.90,7717.89,51.66,0
59.59,43.96,31.07,28.52,50.50,7450.04,7552.50,50.20,1
57.09,45.02,31.94,25.16,50.11,7342.47,7539.71,50.40,1
57.54,46.20,31.27,26.27,52.45,7642.85,7830.21,52.71,1
56.81,46.76,30.15,26.66,52.68,7643.60,7874.94,53.18,1
58.31,46.98,30.52,27.80,54.67,7920.96,8073.31,54.64,1
61.02,47.08,31.27,29.75,56.27,8159.61,8372.74,56.78,0
63.01,42.85,34.54,28.47,50.99,7583.35,7649.15,50.39,0
57.13,44.06,29.68,27.45,48.36,7127.65,7336.26,48.81,1
57.63,44.81,29.93,27.70,50.16,7363.22,7541.89,50.39,1
59.90,46.29,30.22,29.68,54.50,7917.63,8085.61,54.54,0
65.77,49.23,34.66,31.11,65.01,9221.92,9368.57,64.69,0
58.81,46.70,30.82,27.99,54.21,7872.35,8064.19,54.50,0
61.21,43.58,31.99,29.22,50.77,7513.41,7630.00,50.57,1
61.83,45.24,32.91,28.92,53.38,7803.03,8051.90,53.94,1
61.31,45.43,32.07,29.24,53.72,7852.96,8038.89,53.92,1
57.62,46.01,32.09,25.53,52.69,7650.71,7799.98,52.44,1
60.78,47.92,31.54,29.24,58.38,8388.60,8536.47,58.21,1
63.44,46.83,32.22,31.22,58.38,8440.72,8567.83,58.06,1
57.71,46.13,34.04,23.68,51.68,7547.25,7843.31,52.70,1
59.06,44.65,31.07,27.99,51.18,7515.43,7649.12,51.05,1
59.21,44.35,30.24,28.97,50.81,7473.78,7599.57,50.64,1
60.51,47.15,30.77,29.74,56.45,8163.41,8335.36,56.54,1
63.72,49.06,32.37,31.35,63.29,9000.04,9106.44,62.72,1
60.90,45.31,32.47,28.43,53.81,7856.33,7974.26,53.44,1
58.25,45.86,31.63,26.62,52.36,7625.95,7827.58,52.60,1
62.23,44.02,33.87,28.36,51.70,7642.49,7825.27,51.98,1
59.90,46.31,31.22,28.68,54.47,7908.54,8090.33,54.57,1
59.11,46.54,30.93,28.18,54.61,7911.12,8060.95,54.43,1
56.76,48.20,29.02,27.74,55.83,8034.15,8176.75,55.68,1
58.17,44.33,30.20,27.97,49.70,7325.61,7493.74,49.93,1
58.74,45.65,29.49,29.24,52.61,7676.81,7828.80,52.58,1
55.17,44.60,27.70,27.47,48.40,7110.00,7257.68,48.44,1
60.95,44.51,34.15,26.80,51.67,7625.28,7810.78,52.05,1
58.60,47.70,29.71,28.89,56.00,8087.39,8259.75,56.16,1
62.12,45.73,31.31,30.82,55.13,8034.39,8187.03,55.04,1
58.57,44.25,29.68,28.89,50.47,7440.53,7514.75,50.05,1
60.74,44.48,30.49,30.24,51.27,7544.27,7775.39,51.84,1
60.03,45.06,30.78,29.25,52.06,7648.98,7830.48,52.40,1
61.60,45.78,31.19,30.42,54.71,7948.30,8144.32,54.77,1
61.51,46.85,31.91,29.60,56.62,8182.70,8373.56,56.71,1
62.28,48.17,31.77,30.52,59.43,8535.84,8749.71,59.83,1
62.76,45.47,31.48,31.27,55.35,8075.88,8193.21,54.99,0
62.83,45.24,31.67,31.16,55.15,8027.21,8150.28,54.61,0
62.51,45.01,31.52,30.99,52.86,7769.83,8067.73,53.97,1
63.59,45.24,35.43,28.16,54.47,7967.82,8233.10,55.13,1
59.94,45.35,29.99,29.95,53.20,7769.79,7885.51,52.87,1
58.05,45.75,29.67,28.39,51.97,7571.55,7781.29,52.28,1
62.09,46.76,32.69,29.40,56.54,8181.57,8413.74,56.96,1
66.38,45.01,37.71,28.66,56.78,8310.65,8462.29,56.53,1
62.17,46.83,31.72,30.45,56.88,8233.47,8436.76,57.15,0
62.96,46.35,32.22,30.74,57.33,8295.83,8410.97,56.80,0
62.51,49.92,31.74,30.77,63.86,9019.14,9174.33,63.51,1
62.37,49.30,34.44,27.93,62.04,8808.31,9021.87,62.14,1
62.69,46.58,35.49,27.20,56.14,8161.04,8442.61,57.04,1
56.47,44.23,31.44,25.03,48.57,7129.91,7312.77,48.67,1
61.83,46.70,32.07,29.77,57.24,8279.44,8372.86,56.66,0
57.83,44.76,30.18,27.65,50.23,7364.37,7550.52,50.43,1
58.96,47.13,30.74,28.22,55.65,8047.07,8171.74,55.38,1
61.19,47.60,32.97,28.22,57.66,8307.85,8510.28,57.91,1
60.31,44.68,33.06,27.25,52.53,7704.08,7780.30,51.92,1
58.28,42.59,29.67,28.61,48.25,7163.31,7141.14,47.11,0
57.68,43.20,29.50,28.18,47.91,7093.67,7210.43,47.75,1
61.65,46.06,31.72,29.93,55.84,8100.35,8212.86,55.33,1
57.94,46.10,29.24,28.70,52.59,7665.49,7846.28,52.82,1
65.40,49.39,33.30,32.10,64.66,9183.30,9364.34,64.73,0
61.81,46.01,34.58,27.23,55.19,8057.16,8222.04,55.33,1
61.35,46.53,31.17,30.18,55.38,8030.40,8284.69,55.99,0
59.71,44.35,29.97,29.74,51.31,7545.65,7648.30,50.96,0
63.00,45.41,31.59,31.41,55.00,8013.44,8204.91,55.04,0
57.85,48.19,29.83,28.02,56.25,8079.86,8289.57,56.50,1
61.44,45.93,30.87,30.57,55.09,8022.74,8161.09,54.93,0
62.62,45.01,33.44,29.18,52.63,7730.97,8079.63,54.04,1
58.51,42.88,29.52,28.99,47.96,7113.31,7222.17,47.72,1
66.09,46.60,33.19,32.90,59.50,8597.07,8789.32,59.50,1
61.37,44.65,32.23,29.14,52.64,7742.29,7875.92,52.56,1
57.98,49.07,29.68,28.31,57.89,8274.38,8496.86,58.22,0
59.26,46.47,30.57,28.70,54.10,7853.92,8059.22,54.40,1
60.96,48.12,32.24,28.72,58.22,8360.80,8601.63,58.73,1
59.46,45.39,31.40,28.06,52.90,7737.38,7846.88,52.61,1
58.99,44.63,31.49,27.49,50.99,7488.42,7637.28,50.96,1
59.73,45.30,30.87,28.86,52.81,7716.50,7852.30,52.63,0
62.77,46.03,32.64,30.14,56.50,8225.66,8320.29,56.05,0
59.67,48.10,31.74,27.93,57.28,8244.54,8461.74,57.71,1
59.69,45.60,32.74,26.95,52.91,7728.58,7918.63,53.15,0
57.09,45.23,29.82,27.27,49.77,7311.20,7577.73,50.75,0
58.55,43.98,30.66,27.90,49.50,7275.61,7456.96,49.58,1
63.22,45.79,31.85,31.38,55.38,8091.62,8311.59,55.91,1
54.30,44.11,27.32,26.98,47.15,6945.65,7073.36,47.09,1
59.90,47.33,31.20,28.70,56.09,8113.31,8313.96,56.44,1
58.99,45.33,29.64,29.36,52.52,7657.54,7784.89,52.18,1
61.26,44.13,31.74,29.52,51.85,7635.66,7751.57,51.56,1
56.82,41.80,29.01,27.81,45.23,6730.75,6842.79,45.00,0
58.54,45.68,30.52,28.02,52.06,7613.30,7815.12,52.49,1
62.36,47.67,34.46,27.90,59.26,8532.88,8649.06,58.90,1
61.13,47.00,32.79,28.35,56.80,8218.57,8369.27,56.72,1
60.37,45.28,30.95,29.42,53.49,7815.61,7911.30,53.02,0
60.25,44.45,31.11,29.14,50.98,7505.24,7721.55,51.47,1
61.71,45.85,32.76,28.95,55.05,8022.46,8174.25,54.99,1
59.42,46.08,29.97,29.45,53.71,7819.92,7990.71,53.82,1
57.09,45.73,28.55,28.55,51.03,7466.47,7681.95,51.59,0
60.62,47.21,31.45,29.18,56.78,8214.03,8360.40,56.73,1
59.48,46.09,32.15,27.33,53.68,7812.25,8001.04,53.87,1
58.31,44.18,30.82,27.49,50.01,7359.51,7476.22,49.76,0
64.94,45.31,34.24,30.70,56.32,8227.14,8379.40,56.16,1
63.33,43.65,33.29,30.04,52.49,7753.54,7851.24,52.01,0
61.94,46.33,31.24,30.70,56.28,8173.56,8301.72,56.04,1
61.19,46.67,31.11,30.08,56.38,8163.68,8299.46,56.14,1
59.44,45.85,32.49,26.95,52.59,7688.61,7947.26,53.42,1
58.19,44.10,29.97,28.22,49.69,7325.09,7447.54,49.56,1
56.55,43.49,29.40,27.15,47.20,6955.22,7162.66,47.52,0
60.94,44.33,30.72,30.22,51.54,7590.07,7763.91,51.71,1
63.32,46.72,34.92,28.40,58.00,8370.83,8535.35,57.76,1
59.81,47.75,30.67,29.14,57.57,8249.16,8396.02,57.15,1
60.31,43.93,34.31,26.00,50.27,7427.21,7624.04,50.60,1
59.64,44.48,30.35,29.29,51.37,7523.99,7669.74,51.15,1
59.44,47.10,30.99,28.45,54.21,7864.59,8216.16,55.68,1
59.57,45.24,33.43,26.14,52.01,7595.93,7831.69,52.43,1
59.03,46.22,29.65,29.38,53.38,7746.45,7981.94,53.80,1
59.54,47.85,30.38,29.17,57.13,8232.39,8390.90,57.15,0
61.64,44.79,32.69,28.95,52.25,7675.44,7933.94,52.99,1
62.82,47.63,32.16,30.67,58.93,8467.53,8684.26,59.17,0
59.58,45.59,32.89,26.70,53.01,7758.93,7905.95,53.05,1
60.31,44.98,30.42,29.89,52.17,7626.67,7841.63,52.45,1
62.06,47.17,31.79,30.27,57.21,8278.06,8501.14,57.72,1
62.67,48.69,33.13,29.54,60.39,8621.14,8910.66,61.15,1
57.85,46.16,29.65,28.20,52.60,7643.97,7849.35,52.86,1
60.36,46.48,32.57,27.80,55.18,8015.24,8175.80,55.20,1
62.54,45.61,32.69,29.85,55.09,8020.17,8202.94,55.10,1
60.12,47.04,32.45,27.66,56.30,8130.26,8274.99,56.07,1
60.17,49.03,31.88,28.30,59.31,8490.02,8721.28,59.87,1
61.89,46.87,31.61,30.28,57.16,8251.07,8416.53,57.02,0
61.15,46.31,30.70,30.45,55.79,8091.99,8216.65,55.45,1
58.79,44.43,29.79,28.99,50.60,7436.35,7573.58,50.49,1
59.74,45.60,31.52,28.22,53.15,7753.46,7920.16,53.18,0
61.28,44.90,30.79,30.49,52.96,7765.88,7920.96,52.95,1
58.49,46.15,30.99,27.49,53.23,7750.41,7912.72,53.29,1
64.43,48.33,33.96,30.47,61.95,8852.81,9015.38,61.78,1
59.37,45.23,30.29,29.07,52.35,7660.13,7802.28,52.27,1
58.99,44.58,29.64,29.36,50.91,7462.72,7625.81,50.89,1
58.37,45.23,31.57,26.80,51.28,7483.37,7706.09,51.60,0
60.13,46.56,30.43,29.70,55.01,7960.19,8167.84,55.19,1
59.62,46.13,32.06,27.57,54.06,7854.27,8024.38,54.04,1
60.56,48.25,31.42,29.14,58.12,8325.25,8586.65,58.67,1
60.40,47.31,30.87,29.54,56.31,8148.71,8360.70,56.77,1
57.43,45.47,31.52,25.91,50.73,7401.47,7665.17,51.38,1
56.92,44.33,29.97,26.95,49.47,7265.21,7372.57,49.12,1
59.99,45.13,33.26,26.72,52.69,7712.47,7846.14,52.50,1
58.15,45.31,30.22,27.93,51.69,7564.85,7698.93,51.59,1
60.52,48.63,30.63,29.89,59.24,8475.45,8665.42,59.36,1
60.16,46.67,31.73,28.43,54.80,7959.86,8196.37,55.41,1
61.64,45.48,33.87,27.77,54.15,7918.84,8087.66,54.25,1
61.19,45.08,31.24,29.95,53.65,7839.10,7951.37,53.22,0
60.56,44.93,32.07,28.49,52.90,7758.69,7856.29,52.52,1
59.35,45.78,29.68,29.67,53.87,7823.91,7917.31,53.22,1
63.56,47.61,31.96,31.60,60.40,8670.61,8757.04,59.68,1
63.76,46.10,33.29,30.47,57.57,8359.82,8436.78,56.87,0
61.04,44.97,35.16,25.88,52.68,7680.40,7921.78,52.91,0
56.76,42.90,32.32,24.45,46.81,6940.43,7070.15,46.71,1
60.58,45.54,31.65,28.92,52.80,7738.63,7990.87,53.64,1
61.64,46.38,32.10,29.54,56.28,8153.40,8281.83,55.91,1
66.41,46.23,34.84,31.57,59.51,8633.55,8736.96,58.97,1
61.56,45.43,32.02,29.54,54.23,7919.70,8063.71,54.09,0
59.32,43.74,29.90,29.42,49.20,7267.66,7480.18,49.66,0
57.23,44.43,29.37,27.86,49.47,7110.01,7423.33,49.50,0
61.49,43.85,34.29,27.20,51.25,7564.33,7719.84,51.22,1
64.08,45.49,33.68,30.40,56.47,8209.94,8333.29,55.93,0
59.96,46.63,30.97,28.99,55.17,8001.56,8164.73,55.18,1
61.17,45.06,30.72,30.45,52.50,7702.97,7944.69,53.17,1
57.87,44.70,31.57,26.30,50.26,7375.48,7546.03,50.37,1
59.62,45.64,30.57,29.05,52.22,7620.40,7914.77,53.16,1
61.70,46.54,32.59,29.11,56.23,8166.99,8323.94,56.25,0
59.81,46.20,31.54,28.27,54.50,7900.49,8057.36,54.30,1
56.79,46.26,30.68,26.11,51.87,7526.74,7767.43,52.30,1
59.99,46.38,32.52,27.47,54.71,7947.31,8115.09,54.74,1
58.54,46.70,30.77,27.77,53.80,7813.04,8036.13,54.30,1
56.27,43.21,28.40,27.88,46.91,6905.03,7079.37,46.91,0
57.76,45.21,29.64,28.12,51.19,7445.91,7638.13,51.15,1
59.58,45.76,30.42,29.17,53.27,7755.32,7937.66,53.35,1
60.76,45.30,32.15,28.61,52.64,7703.25,7956.54,53.32,1
60.17,47.60,31.97,28.20,56.36,8135.33,8402.80,57.15,1
56.37,43.34,31.11,25.27,47.04,6969.72,7119.56,47.17,1
61.08,45.20,32.57,28.52,53.00,7765.95,7968.88,53.37,1
60.42,44.83,31.70,28.72,52.31,7671.49,7821.69,52.26,1
59.40,45.29,30.20,29.20,52.26,7640.20,7818.57,52.40,0
63.35,49.69,34.18,29.18,62.94,8952.72,9216.30,63.72,1
57.36,45.29,29.43,27.93,50.79,7422.36,7616.41,51.03,1
61.81,43.78,31.52,30.28,51.96,7680.95,7728.90,51.28,1
63.08,45.68,33.54,29.54,55.95,8149.13,8273.32,55.59,1
57.65,44.06,30.70,26.95,48.41,7145.27,7387.60,49.14,1
60.60,46.53,31.19,29.42,55.05,7992.76,8208.11,55.46,1
62.82,48.91,32.41,30.42,60.88,8687.26,8975.75,61.71,1
60.86,47.75,30.54,30.32,58.10,8362.58,8506.42,57.95,1
58.90,44.06,30.72,28.18,50.40,7416.17,7507.83,49.94,1
57.42,44.08,29.47,27.95,48.94,7210.30,7368.09,49.03,1
60.71,44.60,30.97,29.74,52.82,7753.44,7800.29,52.05,1
61.09,46.01,30.68,30.40,55.22,8014.54,8143.83,54.84,1
61.09,46.71,31.06,30.03,55.68,8072.37,8298.68,56.15,1
59.31,45.49,33.16,26.14,52.92,7703.50,7859.00,52.69,1
62.74,45.60,31.52,31.22,55.22,8060.21,8220.48,55.22,0
63.61,45.01,34.94,28.66,55.42,8091.40,8180.42,54.69,0
62.08,46.45,31.29,30.79,56.26,8137.27,8342.26,56.36,1
63.16,46.71,31.60,31.55,57.71,8348.72,8511.30,57.63,1
59.74,46.40,33.26,26.47,54.83,7960.86,8097.69,54.61,0
60.32,44.31,31.52,28.80,50.78,7498.24,7700.30,51.28,1
59.78,44.72,29.89,29.89,51.81,7558.52,7733.12,51.64,1
60.03,43.15,30.52,29.52,48.88,7249.67,7424.87,49.10,0
59.78,44.52,30.74,29.05,51.46,7578.38,7691.25,51.30,1
59.99,46.60,31.16,28.83,55.57,8035.83,8162.49,55.16,1
61.01,47.92,31.74,29.27,57.95,8341.44,8560.34,58.38,1
59.44,44.85,29.72,29.72,51.65,7568.21,7728.26,51.65,1
57.81,44.70,31.07,26.75,50.58,7419.12,7539.24,50.33,1
61.99,45.63,32.02,29.97,54.92,7994.16,8150.28,54.75,1
60.05,45.36,31.45,28.61,53.29,7797.55,7899.15,52.96,1
61.61,47.23,32.34,29.27,57.68,8327.74,8467.90,57.50,1
62.99,48.62,34.24,28.74,60.71,8687.48,8931.54,61.27,1
61.28,45.65,32.52,28.77,54.03,7887.58,8086.09,54.32,0
60.76,44.13,30.74,30.02,51.56,7597.60,7702.15,51.24,1
63.47,46.01,34.15,29.32,56.37,8216.72,8388.31,56.49,1
61.85,44.76,32.92,28.93,53.54,7818.50,7948.37,53.07,0
60.15,46.86,31.75,28.40,54.96,8002.99,8235.13,55.74,1
63.87,45.84,33.09,30.78,57.31,8347.93,8388.62,56.44,1
62.64,44.40,32.19,30.45,53.21,7835.62,7947.14,52.94,1
60.95,46.04,33.37,27.58,55.68,8091.19,8140.56,54.80,1
64.70,45.35,32.60,32.10,55.79,8136.44,8360.60,56.06,0
62.56,45.43,31.79,30.77,55.08,8049.28,8163.19,54.77,1
62.58,46.20,31.57,31.02,56.34,8183.85,8337.89,56.24,1
59.60,46.78,32.94,26.66,55.04,7970.78,8165.57,55.20,0
59.65,47.83,31.97,27.68,57.24,8230.42,8400.18,57.19,0
59.37,45.29,30.95,28.41,52.59,7663.97,7815.77,52.37,1
62.44,45.58,31.74,30.70,55.00,8026.24,8186.33,54.98,1
59.09,46.73,29.79,29.29,54.75,7938.84,8097.18,54.74,0
56.96,44.91,30.09,26.87,49.92,7333.95,7496.86,50.11,1
60.48,47.10,30.60,29.89,56.40,8156.09,8322.21,56.44,1
57.68,47.07,31.63,26.06,53.86,7824.60,8031.59,54.34,1
59.13,46.06,29.95,29.18,53.22,7738.49,7957.34,53.58,1
61.45,45.79,30.88,30.57,55.20,8045.19,8132.18,54.69,1
61.92,46.86,32.73,29.19,56.62,8220.98,8417.45,57.01,1
59.04,46.23,29.64,29.40,53.62,7766.25,7985.42,53.82,1
62.10,48.31,33.59,28.51,59.86,8597.44,8765.66,59.96,0
60.07,44.81,31.27,28.80,51.40,7552.15,7781.98,51.99,1
62.47,45.97,32.51,29.96,55.17,8041.65,8274.93,55.72,1
59.15,43.74,30.57,28.58,49.69,7331.21,7463.02,49.54,1
56.44,45.80,28.26,28.18,51.05,7472.57,7631.60,51.26,0
60.85,45.78,32.69,28.16,53.76,7839.97,8070.99,54.25,1
61.84,47.90,31.59,30.25,59.40,8546.44,8643.14,58.97,1
60.54,46.47,30.52,30.03,55.25,8010.90,8188.95,55.31,0
59.53,45.43,30.54,28.99,52.32,7658.52,7860.81,52.72,1
60.17,45.33,30.20,29.97,53.44,7801.95,7903.63,52.99,1
58.22,45.26,29.50,28.72,51.29,7526.18,7694.45,51.55,1
61.32,48.27,31.16,30.17,59.37,8480.65,8669.69,59.28,1
64.04,46.71,32.68,31.36,58.85,8506.74,8603.10,58.26,0
60.98,47.28,30.49,30.49,57.21,8253.38,8414.28,57.14,1
63.06,43.40,32.27,30.79,51.89,7678.73,7769.29,51.39,1
65.51,44.35,34.26,31.24,54.78,8073.58,8219.84,54.69,1
63.39,44.90,34.25,29.14,54.33,7987.93,8132.91,54.34,1
59.06,47.48,29.79,29.27,56.37,8135.56,8257.78,56.09,0
60.49,47.40,30.99,29.49,56.83,8205.47,8388.40,56.99,1
61.51,47.15,31.52,29.99,57.36,8277.96,8438.81,57.27,1
57.76,44.40,29.24,28.52,49.94,7345.42,7468.05,49.78,0
61.56,46.75,31.91,29.65,57.05,8239.13,8355.53,56.55,1
60.06,46.00,30.66,29.40,54.27,7870.16,8036.58,54.10,1
58.68,45.79,30.10,28.58,52.30,7638.65,7853.59,52.79,1
57.67,45.33,30.22,27.45,51.08,7474.78,7655.84,51.30,1
56.77,43.82,28.80,27.97,48.45,7159.92,7251.27,48.19,1
56.84,45.79,28.68,28.16,51.59,7503.63,7670.40,51.53,1
59.13,44.44,31.48,27.65,50.48,7421.37,7611.68,50.74,1
57.90,43.81,30.22,27.68,49.02,7230.36,7358.57,48.89,1
58.94,45.60,31.24,27.70,52.51,7668.63,7840.92,52.63,1
63.67,47.08,31.95,31.72,58.08,8395.52,8648.33,58.72,1
61.89,47.04,30.95,30.93,57.09,8244.12,8454.50,57.35,1
56.16,43.49,29.85,26.30,46.73,6923.03,7125.71,47.27,1
58.17,44.33,29.20,28.97,49.96,7340.31,7493.01,49.93,1
